link,UUID
http://www.ufcstats.com/fighter-details/b909a9a9688b5284,70f895c7-21b7-481e-be6f-1472de0710d2
http://www.ufcstats.com/fighter-details/e2be0c1a9b886d92,303beffe-f601-4127-b355-598f1327b497
http://www.ufcstats.com/fighter-details/d2cd7a69cc55e7ed,1eff3038-cfcd-4bfe-a933-ff6bf13de568
http://www.ufcstats.com/fighter-details/45f7cb591c3ab00b,ab96cd6b-9e3d-49d4-8642-d1e7b6541ce7
http://www.ufcstats.com/fighter-details/f1fac969a1d70b08,7e880dd5-16e6-4246-a243-dc0842444f2c
http://www.ufcstats.com/fighter-details/9014c02eff8b3d62,4a77a8ba-6e48-4789-bd0a-ff313680ea84
http://www.ufcstats.com/fighter-details/99df7d0a2a08a8a8,e364983d-05c9-4845-80b6-3a138029f3a7
http://www.ufcstats.com/fighter-details/3a46b268013afede,1302bac5-951c-4f3e-a9ca-33714b9cc595
http://www.ufcstats.com/fighter-details/fd55393021a8c255,895bcd02-1890-4d7a-8a26-2318e944c512
http://www.ufcstats.com/fighter-details/545092d13c67aa49,12d8ba7b-0bdc-470c-9a75-98bee029c7be
http://www.ufcstats.com/fighter-details/51018a31ddf31eb2,dbb4ba0d-9238-43f2-9acf-4e96bbef05ac
http://www.ufcstats.com/fighter-details/fd406a32a6fb3a29,5778df8a-3015-419d-baed-8ba0278d0e93
http://www.ufcstats.com/fighter-details/6d38e41efa47a72d,fb1a3e4a-a1e7-4ea9-9588-7b139affb7bc
http://www.ufcstats.com/fighter-details/329e403448756217,3c2ec03b-4e1e-4e85-9414-e1dbccb08e81
http://www.ufcstats.com/fighter-details/5b03b61f9d90125e,8ad764ad-fb04-4a9a-8a2a-e48a3dfbe52b
http://www.ufcstats.com/fighter-details/06626b6287e1ae1e,528cb276-7023-4a41-aefe-15ffd4ccf16b
http://www.ufcstats.com/fighter-details/4c88a1db5a46c6a4,2dc3284d-04e5-4ee7-9346-8cad4c307472
http://www.ufcstats.com/fighter-details/bb2c3c3a466224af,9470bd98-1795-442c-8381-8f7c604dd56d
http://www.ufcstats.com/fighter-details/5cdf5339728f580d,dfe99ef3-165c-4a5c-a456-5b8d5e7ede74
http://www.ufcstats.com/fighter-details/c9cf753cfdf77fc2,e9be9140-2156-4ef5-b528-4b9fcbf49167
http://www.ufcstats.com/fighter-details/0d5cc0170c1a7e71,0b4a33e6-2ac6-452f-9c46-450085f1adf2
http://www.ufcstats.com/fighter-details/a93f94c923c3a9cb,7bc1309b-9a80-4e8e-9df5-cfeb962b6876
http://www.ufcstats.com/fighter-details/22e07d3da1aa3475,9d6c399b-d287-41b6-9a27-ff2f497ec54e
http://www.ufcstats.com/fighter-details/9c442aaf149ea982,2e3019b3-91ff-4986-b2d9-8908cd82a10b
http://www.ufcstats.com/fighter-details/19f8a2f6eecd92ac,273e2083-23d7-44ab-b13e-327dc29ac1de
http://www.ufcstats.com/fighter-details/42ac4020cba261ad,8c23d15a-7217-4875-a117-e365b241dc58
http://www.ufcstats.com/fighter-details/a2d342ffc83913ed,98d58c55-5f47-4a42-9d7f-9f4e94842799
http://www.ufcstats.com/fighter-details/ec13c393d029297d,074679f5-54ec-4ffe-9e65-7a1177ef044a
http://www.ufcstats.com/fighter-details/7772b283d288dbe2,0f3c1b51-d610-4a61-b67e-7db4f8de3dce
http://www.ufcstats.com/fighter-details/327d5f279895110d,7679de80-a7a9-48e5-a90b-f66d9249297f
http://www.ufcstats.com/fighter-details/7acbb0972e75281a,5b07b18f-35ec-4ccd-9830-551057d432a1
http://www.ufcstats.com/fighter-details/c68c68efaa5ca6ef,51a7dbe3-0d90-47fb-856f-76645371b19b
http://www.ufcstats.com/fighter-details/8adcbd525fab8d9b,12a12ab5-507a-4fdf-be5f-3fe12d507b5e
http://www.ufcstats.com/fighter-details/262a7d06203657e6,8d01e566-5cb7-471c-a601-a45e96d53f2c
http://www.ufcstats.com/fighter-details/a7151778b3381036,7b80f9d9-1db5-4274-bc8b-ce8999d1e73e
http://www.ufcstats.com/fighter-details/700a674c042b7a96,d6794c38-8d2f-47b9-b009-43d6818e28bf
http://www.ufcstats.com/fighter-details/49edd0d90f60fb7d,e8f9915c-462a-4771-a1aa-bdd0b7db83d1
http://www.ufcstats.com/fighter-details/709fadb644ee3f51,ddcf85f5-3675-4a0c-862c-e2e473fc74b1
http://www.ufcstats.com/fighter-details/239d8e5359022f3b,5f2c49e0-b85c-4ccb-a2cb-1c53ec64403d
http://www.ufcstats.com/fighter-details/a68575214ecad140,a7e9fa26-87be-4b1c-99a8-ead08c25d65b
http://www.ufcstats.com/fighter-details/fc08099550072fe4,f93ce654-ebf3-4a92-958a-6e353acceca4
http://www.ufcstats.com/fighter-details/a67f5afa8d6a1b80,ae87b35d-904e-421f-ab00-0e285afc0b9e
http://www.ufcstats.com/fighter-details/a474aade8eb3a8f0,86d9099f-cbc1-4721-bc0e-3a6a10a6e060
http://www.ufcstats.com/fighter-details/d1053e55f00e53fe,e74d0ad2-efbd-490a-b381-61c3d3ce9973
http://www.ufcstats.com/fighter-details/07f959e6596307bb,3502c1f8-7160-4f90-afd8-fab5cd0c280f
http://www.ufcstats.com/fighter-details/723b64c0e9a8f348,28afb7c1-3371-4562-b63c-6e2d229cf2c5
http://www.ufcstats.com/fighter-details/e94085e821bd81de,0a1cf371-9f29-4bb4-8fa6-9dffa6b2e619
http://www.ufcstats.com/fighter-details/1b35af4d1529adf6,737de71f-09c2-44d3-9ff1-a6be488846e5
http://www.ufcstats.com/fighter-details/b1f21ce050035d58,e4aba29d-8cf8-4a2e-aa5a-413edee76706
http://www.ufcstats.com/fighter-details/e8fe9c15d348e778,198e4416-1827-4650-8eca-66fd4814d163
http://www.ufcstats.com/fighter-details/b1e5bcaad32a3cac,25a2c028-b2a7-4b2d-8732-4addf72a1e24
http://www.ufcstats.com/fighter-details/68d35296f566792b,0a7f7b25-8c8a-4c7a-8da9-b4fcd235eb2f
http://www.ufcstats.com/fighter-details/f1ab6f37492c630a,72a91f8c-999d-4d2e-b28f-448760ffe979
http://www.ufcstats.com/fighter-details/c3d2b9bcb4cead6b,42c67cc7-4165-4ee2-a411-8c842f1e68dc
http://www.ufcstats.com/fighter-details/d802174b0c0c1f4e,3046ca63-325c-4ed6-8199-b7dbc44d2865
http://www.ufcstats.com/fighter-details/e5549c82bfb5582d,3160666a-b8f1-4485-b228-7174ad5caf45
http://www.ufcstats.com/fighter-details/9e8f6c728eb01124,a015fd97-e4dd-4252-bfd3-6fd47ef5140d
http://www.ufcstats.com/fighter-details/c814b4c899793af6,ea61403e-a4c8-4029-a74c-acf3622bd1cb
http://www.ufcstats.com/fighter-details/e4a47b07044ddd72,d93639cb-02f0-49c1-965d-bad205fc27eb
http://www.ufcstats.com/fighter-details/4d8fa64202cee4c1,46a8c775-7951-4ecd-9a96-8ebfe178ac9e
http://www.ufcstats.com/fighter-details/3df5493bb279226f,76ecee59-b70b-4f05-bb00-755fab95f4f3
http://www.ufcstats.com/fighter-details/abcf2cc6efc42031,a14eb850-22ea-41b3-a367-d13e0a6f0fbe
http://www.ufcstats.com/fighter-details/9c393e836a852f30,7add1a6e-66e5-486d-be7d-484c57a8fcf0
http://www.ufcstats.com/fighter-details/887961364be5ceb3,9939f697-9737-4ca7-ac56-0290bd23d1bf
http://www.ufcstats.com/fighter-details/17e97649403ba428,c70b4207-81af-49da-b672-18feaf569869
http://www.ufcstats.com/fighter-details/2f43a3e82661fa99,77596461-b7b8-40e2-a83b-c31d86618a00
http://www.ufcstats.com/fighter-details/1e719d4b676dc19a,1c1c611e-ea8c-47b9-acce-0495117e1044
http://www.ufcstats.com/fighter-details/369ea36e450ae62a,9148c196-3e83-4d5d-9736-7c233e07863a
http://www.ufcstats.com/fighter-details/28d421729451c8ca,1287d1ec-84c1-40f8-b106-272e6ba1df47
http://www.ufcstats.com/fighter-details/cdb96af67d096b1e,ffbbff03-9a65-42ad-81df-6896c9590936
http://www.ufcstats.com/fighter-details/5d495dec23d7c68e,8684d8b0-c521-4159-9876-400fa00e0815
http://www.ufcstats.com/fighter-details/6967153c7edb4d87,d626e66d-f2f9-45f3-aa75-703dacd5e27e
http://www.ufcstats.com/fighter-details/312f7d7b2b2f7de4,790aec87-73ee-474c-9934-71f17e5d6b3e
http://www.ufcstats.com/fighter-details/5d1b7e3dd9e11074,734ae230-c905-45a8-9b8c-f171d21d0823
http://www.ufcstats.com/fighter-details/8d3273573b85be09,d3ef1391-d670-4008-a4f7-63813eb16c80
http://www.ufcstats.com/fighter-details/f14f644d41ade29f,aa48edc5-2a4f-49b9-a33d-0d112abaa366
http://www.ufcstats.com/fighter-details/d0e1b42d41dab603,9388ce7d-f8b2-4d37-b87a-a7ab7c56e74b
http://www.ufcstats.com/fighter-details/b7b84ccd221be298,4237ce80-c4d4-41c1-a7f5-70ba9fd62e28
